Lat,6,7,8,9,10,11,12,13,14,15,16,17,18,19
48,,,,,,3.686,3.693,3.677,,,,,,
47,4.370,4.952,4.499,3.702,3.732,4.143,4.437,3.572,4.489,,,,,
46,3.826,3.114,3.971,5.162,4.284,5.330,4.983,5.510,5.026,5.116,,,,
45,4.048,3.471,5.647,5.916,5.932,6.035,5.967,6.066,5.824,5.423,,,,
44,5.073,5.568,5.476,6.129,5.941,5.353,5.634,5.955,6.188,6.139,5.739,,,
43,5.810,6.379,6.443,6.478,6.402,6.073,5.973,5.435,6.130,6.439,6.436,6.166,5.773,
42,,6.607,6.599,5.931,6.562,6.612,6.583,5.819,5.423,6.324,6.314,6.560,6.465,6.255
41,,6.663,6.673,6.361,6.610,6.758,6.717,6.634,6.587,5.951,5.974,6.361,6.525,6.476
40,,6.654,6.625,6.331,6.592,6.767,6.787,6.730,6.674,6.466,5.752,6.483,6.636,6.645
39,,6.601,6.559,6.483,6.729,6.848,6.854,6.802,6.779,6.722,6.465,6.448,6.809,6.824
38,,6.530,6.568,6.660,6.767,6.774,6.791,6.631,6.379,6.167,6.292,6.930,6.975,
37,,,,,,6.779,6.854,6.969,7.048,6.708,7.119,7.069,7.053,
36,,,,,,6.891,7.014,7.109,7.165,7.154,7.105,7.083,,
35,,,,,,6.907,7.041,7.156,7.209,7.207,,,,